name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,710201.5166691765,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
Nissan Micra XV CVT,2014,621453.522755757,26000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5.0
Mahindra Thar CRDe,2017,788350.5211795941,60000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0
Maruti Swift AMT VXI,2019,909161.762769796,7500,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,906223.4860061035,170000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0
Hyundai i10 Magna 1.1L,2014,235611.00313696265,100000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,892347.2533977926,50000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0
Hyundai i20 Active 1.4,2015,589032.9603947774,126000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0
Hyundai Verna XXi ABS (Petrol),2009,360189.5261585191,214000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0
Honda City i DTEC S,2014,640956.7513992041,110000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Hyundai Santro GLS I - Euro II,2009,-337187.5475180745,56000,Petrol,Dealer,Manual,Second Owner,,,,,
Maruti Alto LXi,2009,-124509.9065554589,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Tata Tigor 1.2 Revotron XT,2018,581784.1230274141,35000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Maruti Swift Dzire LXI 1.2 BS IV,2018,606109.5364158079,5000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Maruti Wagon R LXI,2005,-129776.87808083743,140000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,228502.9033837989,120000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0
Maruti Swift Dzire LXI,2017,560972.0892036036,55000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
Honda Civic 1.8 V AT,2009,745307.5023046583,105000,Petrol,Individual,Automatic,Second Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5.0
Maruti Swift VXI Optional,2016,533147.4120916948,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Tata Indica V2 Turbomax DLS BS IV,2012,203439.70429415256,120000,Diesel,Individual,Manual,Second Owner,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5.0
Renault Duster 85PS Diesel RxL Optional,2013,446025.5944863111,44500,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,886843.2869937941,32000,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Renault Scala Diesel RxE,2015,548453.7494689375,110000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
Tata Safari Storme EX,2017,1104488.4545443952,20000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,771058.4700903818,17000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Mahindra KUV 100 mFALCON D75 K8,2016,384052.31386834383,49600,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
Hyundai Grand i10 Sportz,2016,495020.68990240246,13500,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Audi A4 35 TDI Premium Plus,2016,2302093.366090156,46000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,400Nm@ 1750-3000rpm,5.0
Ford Figo Diesel Titanium,2011,153403.94431418926,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,980754.8000487164,139000,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,732728.7829720601,77524,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm,5.0
Maruti Ertiga ZDI,2013,521079.4327526167,37500,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0
Hyundai Grand i10 Asta,2015,531697.3262604848,40000,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Renault Scala Diesel RxZ,2013,493087.71040289104,120000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
Mahindra Verito 1.5 D4 BSIV,2018,418294.8103431389,22000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0
Chevrolet Aveo U-VA 1.2,2010,47533.548422299325,70000,Petrol,Individual,Manual,Third Owner,14.7 kmpl,1150 CC,76 bhp,"11.2@ 4,400(kgm@ rpm)",5.0
Maruti Swift Dzire VXI,2016,473180.9733007476,60000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
Tata Aria Pure LX 4x2,2014,960775.1976651102,78000,Diesel,Dealer,Manual,Second Owner,15.05 kmpl,2179 CC,147.9 bhp,320Nm@ 1500-3000rpm,7.0
Maruti Wagon R VXI BSIII,2012,178583.44771760702,31000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Hyundai i20 Sportz Option 1.4 CRDi,2015,613706.3115467578,72000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
Maruti Eeco 5 Seater AC BSIV,2017,354556.5056899041,90000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0
Tata Tiago 1.2 Revotron XT,2017,488767.67379208654,68000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Tata Indica V2 DLE BSIII,2011,-39231.68819119781,172000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1683196.4279520437,36000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0
Hyundai Xcent 1.1 CRDi Base,2015,371001.63571669906,91000,Diesel,Individual,Manual,Third Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
Maruti Wagon R VXI BS IV,2017,311616.6100731343,65000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Hyundai EON Era Plus,2013,140743.56883725524,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Toyota Etios V,2011,-245887.6846408248,28100,Petrol,Individual,Manual,First Owner,,,,,
Toyota Corolla Altis 1.8 VL AT,2017,1332091.4589713663,7000,Petrol,Dealer,Automatic,Second Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0
Nissan Sunny Diesel XV,2013,355965.48742826283,212000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
Maruti Alto LX,2010,-119904.12242358178,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Maruti Esteem LX - BSIII,1999,-141294.77627575397,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5.0
Hyundai Grand i10 Magna,2016,413699.1344534457,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Maruti Alto K10 2010-2014 VXI,2012,176879.71634668112,50000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,4066768.9862635657,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
Honda WR-V i-DTEC VX,2018,940127.5167023838,30000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Ford Endeavour 3.2 Titanium AT 4X4,2016,2322089.418153912,80000,Diesel,Individual,Automatic,First Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7.0
Tata Nano LX,2015,635354.4206854403,60000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4.0
Mahindra KUV 100 G80 K8 Dual Tone,2018,487800.9346293211,60000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0
Mercedes-Benz S-Class S 350 CDI,2017,4596801.420018531,37000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,254.79 bhp,620Nm@ 1600-2400rpm,5.0
Tata Tigor 1.2 Revotron XT,2018,581784.1230274141,35000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Hyundai Grand i10 CRDi Sportz,2016,452145.38024959713,30000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,2018,1448137.0677105114,44000,Diesel,Individual,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
Hyundai i20 1.4 CRDi Magna,2011,379271.38996091485,105000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,2032997.4901211336,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0
Maruti 800 AC,2007,166674.36012048274,73257,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
Maruti Alto Std,2009,-142633.1561665237,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Honda Jazz 1.5 S i DTEC,2017,811380.3188142627,50000,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Honda Jazz 1.2 V AT i VTEC Privilege,2017,843771.9525727555,40000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Maruti Alto 800 LXI,2016,122143.8642738536,65000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Swift Dzire LDI,2016,460464.3877069801,120000,Diesel,Individual,Manual,Third Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Hyundai i20 Asta Option 1.4 CRDi,2016,764314.2457275018,53000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
Honda Jazz VX,2016,521357.0289104134,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,2010,233975.71370317787,48000,Petrol,Individual,Manual,First Owner,15.8 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5.0
Hyundai i20 Asta 1.2,2013,414207.9521263093,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0
Maruti Wagon R LXI,2013,116649.5952263698,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Maruti Wagon R LXI DUO BSIII,2008,47083.70619682968,80000,LPG,Individual,Manual,Second Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5.0
Honda Jazz VX,2016,521357.0289104134,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Tata New Safari DICOR 2.2 EX 4x2,2011,649473.3601323217,80000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
Datsun RediGO AMT 1.0 S,2018,745856.0289451033,20000,Petrol,Individual,Automatic,First Owner,23.0 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Maruti Alto 800 VXI,2013,62909.89295332879,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Omni E MPI STD BS IV,2017,79406.32998418808,40000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0
Hyundai Xcent 1.2 Kappa S,2014,465367.04694995284,121000,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Opel Astra 1.6,1998,-47793.78570253402,110000,Petrol,Individual,Manual,Third Owner,13.1 kmpl,1598 CC,77 bhp,121Nm@ 2800rpm,5.0
Maruti Alto K10 VXI,2014,262611.9496694356,100000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Renault Duster 85PS Diesel RxL Optional,2013,428151.636826843,100600,Diesel,Individual,Manual,Third Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
Tata Sumo MKII GX BS IV,2011,482725.06921985745,90000,Diesel,Individual,Manual,Second Owner,13.55 kmpl,2179 CC,118.35 bhp,250Nm@ 1500-3000rpm,7.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,434239.63452688605,70000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0
Maruti Eeco 7 Seater Standard BSIV,2011,130789.99813804775,100000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0
Maruti Celerio VXI AT,2017,634810.6608631164,30000,Petrol,Individual,Automatic,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Chevrolet Sail Hatchback Diesel,2013,318959.47414812446,68000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5.0
Toyota Corolla Altis Diesel D4DG,2010,478275.6461246684,83585,Diesel,Dealer,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0
Maruti Swift VDI,2015,542961.1314580888,87847,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Hyundai i20 1.2 Asta Option,2017,627141.9428007901,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Mahindra XUV300 W8 Option BSIV,2019,1058017.1635227501,22000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,200Nm@ 2000-3500rpm,5.0
Ford Fiesta Classic 1.4 Duratorq LXI,2011,171396.2945349738,93500,Diesel,Individual,Manual,Second Owner,18.6 kmpl,1388 CC,67 bhp,160Nm@ 2000rpm,5.0
Maruti Ertiga VXI,2018,664605.2518308684,47000,Petrol,Dealer,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0
Jeep Compass 2.0 Limited,2017,1691163.930073738,50000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0
Hyundai i20 1.2 Spotz,2018,618406.1262479722,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Maruti Swift Dzire VDi,2012,261328.46111561358,58400,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
Mahindra TUV 300 T8,2017,737288.10037902,70000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Hyundai i20 1.4 Sportz,2017,719945.336834155,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2019,905445.8801532835,15000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Hyundai Santro Xing GLS,2010,28138.45783895254,56000,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
Maruti Wagon R AX Minor,2007,394125.21914342046,63000,Petrol,Individual,Automatic,Third Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
Maruti SX4 ZXI AT,2011,581686.0738584101,65000,Petrol,Individual,Automatic,Third Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0
Mahindra TUV 300 T8,2016,720747.7505586892,50000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Chevrolet Aveo U-VA 1.2 LS,2010,101085.18318929523,60000,Petrol,Individual,Manual,First Owner,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5.0
Mitsubishi Pajero Sport Anniversary Edition,2015,1094360.100322865,160000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2477 CC,178 bhp,400Nm@ 2000-2500rpm,7.0
Tata Tiago 1.2 Revotron XT,2018,572587.0706806406,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Honda City i-VTEC VX,2018,1046909.1297465414,5500,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0
Honda City i VTEC VX Option,2015,946289.0128367171,39000,Petrol,Dealer,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
Ford Ikon 1.4 TDCi DuraTorq,2009,15248.368139587343,140000,Diesel,Individual,Manual,Second Owner,13.8 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Hyundai Santro GLS I - Euro II,2001,-624438.1434112564,70000,Petrol,Individual,Manual,Second Owner,,,,,
Nissan Micra Fashion Edition XL CVT,2017,766118.5195419341,26000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4000rpm,5.0
Mahindra Scorpio SLX 4WD LE,2008,586582.0896591544,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Toyota Innova 2.5 V Diesel 7-seater,2007,374571.66990155727,260000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
Maruti Omni E 8 Str STD,2012,-327582.0306352377,60000,Petrol,Individual,Manual,Third Owner,,,,,
Toyota Corolla Altis Diesel D4DG,2012,394151.33513718843,125000,Diesel,Individual,Manual,Second Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0
Volkswagen Vento Petrol Highline AT,2011,698454.3611703366,140000,Petrol,Individual,Automatic,Second Owner,14.4 kmpl,1598 CC,103.6 bhp,153Nm@ 3800rpm,5.0
Volvo V40 D3 R-Design,2018,2336468.8277079836,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
Hyundai i20 Magna 1.2,2015,486868.1302734241,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Hyundai Accent GLE,2008,132326.671925582,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0
Mahindra Bolero Power Plus LX,2017,530540.2925898582,80000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0
Volvo V40 D3 R-Design,2018,2336468.8277079836,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
Chevrolet Optra Magnum 2.0 LT,2011,559921.2000373229,119000,Diesel,Individual,Manual,Second Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5.0
Hyundai EON Era Plus,2016,176993.4146429971,110000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Hyundai EON Magna Plus,2014,171867.0472304523,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Skoda Rapid 1.6 MPI AT Elegance,2016,997227.416610986,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
Nissan Sunny XV D,2015,640859.0056246743,61000,Diesel,Dealer,Manual,Second Owner,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
Maruti Ritz VDi,2012,269403.5450892225,70000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0
Mahindra Scorpio S4 9 Seater,2014,1046653.1585510969,25000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,9.0
Maruti Wagon R LXI BS IV,2015,238926.72134251148,50000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Maruti 800 EX BSII,2003,76006.08136797696,36088,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
Hyundai i20 Asta 1.4 CRDi,2013,490499.21610902995,110000,Diesel,Individual,Manual,Second Owner,21.27 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0
Maruti Baleno Alpha 1.3,2018,779785.2026592791,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Volvo V40 D3 R-Design,2018,2336468.8277079836,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,700536.2670314386,135000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
Ford Figo 1.5D Base MT,2017,657685.0138297006,113000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
BMW X4 M Sport X xDrive20d,2019,4066323.2794750556,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
Hyundai i20 Sportz 1.2,2012,348206.762543194,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0
Maruti Swift VDI,2013,334991.21028827876,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Chevrolet Beat Diesel LT,2012,118041.66114389896,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
Hyundai EON Magna Plus,2013,139726.95981235802,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Tata Safari DICOR 2.2 EX 4x2,2015,813403.2388857603,60000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0
Honda Amaze V CVT Petrol BSIV,2019,979461.2584423125,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0
Tata Indica V2 eLS,2014,303801.60911855847,90000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
Mitsubishi Lancer 2.0 GLd,2008,31483.252447664738,120000,Diesel,Individual,Manual,Third Owner,14.8 kmpl,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5.0
Datsun RediGO 1.0 S,2018,391571.67683868855,7000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Hyundai i20 Active 1.2 SX with AVN,2016,438110.79853791744,120000,Petrol,Individual,Manual,Second Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1960129.714086108,120000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0
Tata Indica GLS BS IV,2007,-73710.62718014419,38000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1193 CC,65.3 bhp,102Nm@ 2600rpm,5.0
Mahindra Scorpio 2.6 DX,2003,358740.28257764876,120000,Diesel,Individual,Manual,Third Owner,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8.0
